Name,Parent Name,Cost Type,Status,Cost Code,Cost Title,Quantity,Unit cost ex. tax,Unit tax,Unit cost inc. tax,Unit,Builder Cost,Markup %,Markup $,Unit price ex. tax,Unit price tax,Unit price inc. tax,Amount,Description
Flooring Ea,Sub-Floor,MATERIAL,Incomplete,209,Sub-Floor,0,0,0,0,ea,0,20,0,0,0,0,0,
Wet-Area Flooring m2,Sub-Floor,MATERIAL,Incomplete,209,Sub-Floor,0,0,0,0,m2,0,20,0,0,0,0,0,
Wet-Area Flooring Ea,Sub-Floor,MATERIAL,Incomplete,209,Sub-Floor,0,0,0,0,ea,0,20,0,0,0,0,0,
Toolbox Glue,Sub-Floor,MATERIAL,Incomplete,209,Sub-Floor,0,0,0,0,unit,0,20,0,0,0,0,0,
Fixings,Sub-Floor,MATERIAL,Incomplete,209,Sub-Floor,0,0,0,0,unit,0,20,0,0,0,0,0,
Underfloor Insulation,Sub-Floor,MATERIAL,Incomplete,209,Sub-Floor,0,0,0,0,unit,0,20,0,0,0,0,0,
Structural Steel,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Structural Steel,Structural Steel,MATERIAL,Incomplete,131,Labour - Structural Steel,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Structural Steel materials,Structural Steel,MATERIAL,Incomplete,310,Structural Steel,0,0,0,0,unit,0,20,0,0,0,0,0,
Framing,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Framing,Framing,LABOUR,Incomplete,133,Labour - Framing,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
New Timber Framing,Framing,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
Frame 90 x 35 Plates & Studs - 2400 @ 600c,New Timber Framing,ASSEMBLY,Incomplete,,,0,0,0,0,Lm,0,0,0,0,0,0,0,
Bottom Plate,Frame 90 x 35 Plates & Studs - 2400 @ 600c,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,unit,0,20,0,0,0,0,0,
Top Plate,Frame 90 x 35 Plates & Studs - 2400 @ 600c,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,unit,0,20,0,0,0,0,0,
Noggin,Frame 90 x 35 Plates & Studs - 2400 @ 600c,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,unit,0,20,0,0,0,0,0,
Studs 2400 @ 600c,Frame 90 x 35 Plates & Studs - 2400 @ 600c,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,unit,0,20,0,0,0,0,0,
Frame 90 x 35 Plates & Studs - 2700 @ 600c,New Timber Framing,ASSEMBLY,Incomplete,,,0,0,0,0,Lm,0,0,0,0,0,0,0,
Bottom Plate,Frame 90 x 35 Plates & Studs - 2700 @ 600c,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,unit,0,20,0,0,0,0,0,
Top Plate,Frame 90 x 35 Plates & Studs - 2700 @ 600c,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,unit,0,20,0,0,0,0,0,
Noggin,Frame 90 x 35 Plates & Studs - 2700 @ 600c,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,unit,0,20,0,0,0,0,0,
Studs 2700 @ 600c,Frame 90 x 35 Plates & Studs - 2700 @ 600c,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,unit,0,20,0,0,0,0,0,
Frame Junction 90 x 35 @ 2400,New Timber Framing,ASSEMBLY,Incomplete,,,0,0,0,0,Lm,0,0,0,0,0,0,0,
Stud,Frame Junction 90 x 35 @ 2400,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,Lm,0,20,0,0,0,0,0,
Stud,Frame Junction 90 x 35 @ 2400,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,Lm,0,20,0,0,0,0,0,
Stud,Frame Junction 90 x 35 @ 2400,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,Lm,0,20,0,0,0,0,0,
Frame Junction 90 x 35 @ 2700,New Timber Framing,ASSEMBLY,Incomplete,,,0,0,0,0,Lm,0,0,0,0,0,0,0,
Stud,Frame Junction 90 x 35 @ 2700,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,Lm,0,20,0,0,0,0,0,
Stud,Frame Junction 90 x 35 @ 2700,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,Lm,0,20,0,0,0,0,0,
Stud,Frame Junction 90 x 35 @ 2700,MATERIAL,Incomplete,210,Framing,0,4.3,0.43,4.73,Lm,0,20,0,0,0,0,0,
Ribbon Plate - 90 x 45,New Timber Framing,MATERIAL,Incomplete,210,Framing,0,5.4,0.54,5.94,unit,0,20,0,0,0,0,0,
Window Lintels - 200x45 LVL,New Timber Framing,MATERIAL,Incomplete,210,Framing,0,22.27,2.227,24.497,unit,0,20,0,0,0,0,0,
Pre-Fab Frame Supply,New Timber Framing,SUBCONTRACTOR,Incomplete,210,Framing,0,0,0,0,ea,0,20,0,0,0,0,0,
Pre-Fab Truss Supply,New Timber Framing,SUBCONTRACTOR,Incomplete,210,Framing,0,0,0,0,ea,0,20,0,0,0,0,0,
Paslode 75mm Galvanised Nails 3000,New Timber Framing,MATERIAL,Incomplete,210,Framing,0,181.82,18.182,200.002,unit,0,20,0,0,0,0,0,
Wurth Concrete Screws 50pk,New Timber Framing,MATERIAL,Incomplete,210,Framing,0,0,0,0,unit,0,20,0,0,0,0,0,
Roof Frame Pitched Supply,New Timber Framing,MATERIAL,Incomplete,210,Framing,0,0,0,0,unit,0,20,0,0,0,0,0,
Hoop Iron,New Timber Framing,MATERIAL,Incomplete,210,Framing,0,0,0,0,unit,0,20,0,0,0,0,0,
Brace Tensioners,New Timber Framing,MATERIAL,Incomplete,210,Framing,0,0,0,0,unit,0,20,0,0,0,0,0,
Speed Brace 6000,New Timber Framing,MATERIAL,Incomplete,210,Framing,0,15,1.5,16.5,unit,0,20,0,0,0,0,0,
Brace Board,New Timber Framing,MATERIAL,Incomplete,210,Framing,0,25,2.5,27.5,unit,0,20,0,0,0,0,0,
Ramset Dynabolts 10x100 25pk,New Timber Framing,MATERIAL,Incomplete,210,Framing,0,0,0,0,unit,0,20,0,0,0,0,0,
430 - Floor & Wall Framing,Framing,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
"Wall Frame - Ground Floor,  Pine 90 x 35",430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,7.17,0.717,7.887,Lm,0,20,0,0,0,0,0,
Flashing Support,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,136.61,13.661,150.271,Ea,0,20,0,0,0,0,0,
Flashing Support - Pine MGP10 - 70 x 35,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,4.5,0.45,4.95,Lm,0,20,0,0,0,0,0,
Lintel - LT1 Smart LVL 15 190 x 42,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,42.09,4.209,46.299,Lm,0,20,0,0,0,0,0,
Lintel - LT2 Smart LVL 15 300 x 42,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,65.08,6.508,71.588,Lm,0,20,0,0,0,0,0,
Lintel - LT3 Smart LVL 15 240 x 42,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,51.45,5.145,56.595,Lm,0,20,0,0,0,0,0,
Lintel - LT4 Smart LVL 15 140 x 42,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,30.37,3.037,33.407,Lm,0,20,0,0,0,0,0,
Lintel - LT5 Smart LVL 15 90 x 42,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,19.22,1.922,21.142,Lm,0,20,0,0,0,0,0,
Lintel - LT6 Smart LVL 15 300 x 42,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,65.08,6.508,71.588,Lm,0,20,0,0,0,0,0,
Plywood - Bracing 2440 x 900 x 4.0mm F22,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,23.27,2.327,25.597,Ea,0,20,0,0,0,0,0,
Rafters - R1 Hyne LVL 240 x 45,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,45.17,4.517,49.687,Lm,0,20,0,0,0,0,0,
Trimmers - TR1 Pine MGP12 140 x 45,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,13.05,1.305,14.355,Lm,0,20,0,0,0,0,0,
Extra Materials Contingency,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,289.25,28.925,318.175,Ea,0,20,0,0,0,0,0,
Nails - Paslode Framing 75 x 3.06mm BRT VP,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,73.64,7.364,81.004,Ea,0,20,0,0,0,0,0,
Nails - Senco Framing 75 x 3.06mm Points,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,68,6.8,74.8,Ea,0,20,0,0,0,0,0,
Delivery - Timber & Hardware,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,157.03,15.703,172.733,Ea,0,20,0,0,0,0,0,
Extra Material,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,22.32,2.232,24.552,m2,0,20,0,0,0,0,0,
Bolts - Cupheads M12 (Galv.) - 170mm  (with Nut),430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,2.22,0.222,2.442,Ea,0,20,0,0,0,0,0,
Hardware Allowance,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,661.15,66.115,727.265,Ea,0,20,0,0,0,0,0,
Strapping - 0.8mm x 30 x 10mtr,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,22.55,2.255,24.805,Ea,0,20,0,0,0,0,0,
Punch Strapping - Tensioners,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,2.73,0.273,3.003,Ea,0,20,0,0,0,0,0,
Nails - Connector 30 x 2.8mm Galv.,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,14,1.4,15.4,Ea,0,20,0,0,0,0,0,
Nails - Coil  45 x 2.5mm Galv.,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,13,1.3,14.3,Ea,0,20,0,0,0,0,0,
Screws - Coach - Coach - M12 x 50mm  Galv.,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,1.73,0.173,1.903,Ea,0,20,0,0,0,0,0,
Macsim 38 x 38 x 3mm M12 Galvanised Square Washer - 20 Pack,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,7.45,0.745,8.195,Ea,0,20,0,0,0,0,0,
Flashing - 7 x 38 - Custom Roll,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,11.77,1.177,12.947,Lm,0,20,0,0,0,0,0,
PASLODE 90mm Hot Dip Gal Framing Nails 3000 Pack,430 - Floor & Wall Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,216.36,21.636,237.996,Ea,0,20,0,0,0,0,0,
Level 1 Floor,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Level 1 Floor,Level 1 Floor,MATERIAL,Incomplete,134,Labour - Level 1 Floor,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Level 1 Framing,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Level 1 Framing,Level 1 Framing,MATERIAL,Incomplete,135,Labour - Level 1 Framing,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Roof Framing,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Roof Framing,Roof Framing,MATERIAL,Incomplete,138,Labour - Roof Framing,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Supply - Trusses,Roof Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,0,0,0,Ea,0,20,0,0,0,0,0,Quote #
Pitched Roof framing,Roof Framing,MATERIAL,Incomplete,FLRT,Flat rate,0,0,0,0,Ea,0,20,0,0,0,0,0,
Windows & External Doors,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Windows & External Doors,Windows & External Doors,MATERIAL,Incomplete,140,Labour - Windows & External Doors,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Windows Supply,Windows & External Doors,MATERIAL,Incomplete,216,Windows & External Doors,0,0,0,0,ea,0,20,0,0,0,0,0,
External Door Jambs,Windows & External Doors,MATERIAL,Incomplete,216,Windows & External Doors,0,0,0,0,ea,0,20,0,0,0,0,0,
External Door Hinges,Windows & External Doors,MATERIAL,Incomplete,216,Windows & External Doors,0,0,0,0,ea,0,20,0,0,0,0,0,
Front Entry Door,Windows & External Doors,MATERIAL,Incomplete,216,Windows & External Doors,1,0,0,0,unit,0,20,0,0,0,0,0,
External Door Threshold,Windows & External Doors,MATERIAL,Incomplete,216,Windows & External Doors,1,0,0,0,unit,0,20,0,0,0,0,0,
Skylight,Windows & External Doors,MATERIAL,Incomplete,216,Windows & External Doors,1,0,0,0,unit,0,20,0,0,0,0,0,
Garage Personal Door,Windows & External Doors,MATERIAL,Incomplete,216,Windows & External Doors,1,0,0,0,unit,0,20,0,0,0,0,0,
Laundry External Door,Windows & External Doors,MATERIAL,Incomplete,216,Windows & External Doors,1,0,0,0,unit,0,20,0,0,0,0,0,
Security Screens,Windows & External Doors,MATERIAL,Incomplete,216,Windows & External Doors,1,0,0,0,unit,0,20,0,0,0,0,0,
Weather Resistive Barrier,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Weather Resistive Barrier,Weather Resistive Barrier,MATERIAL,Incomplete,141,Labour - Weather Resisitive Barrier,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Bradford Proctorwrap 1500x50m,Weather Resistive Barrier,MATERIAL,Incomplete,217,Weather Resistive Barrier,0,227.27,22.727,249.997,unit,0,20,0,0,0,0,0,
Bradford Ultratape 25m,Weather Resistive Barrier,MATERIAL,Incomplete,217,Weather Resistive Barrier,0,56.36,5.636,61.996,unit,0,20,0,0,0,0,0,
Eaves & Soffits,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Eaves & Soffits,Eaves & Soffits,LABOUR,Incomplete,143,Labour - Eaves & Soffits,0,75,7.5,82.5,Hours,0,20,0,0,0,0,0,
70x35 Pine,Eaves & Soffits,MATERIAL,Incomplete,143,Labour - Eaves & Soffits,0,4.5,0.45,4.95,Lm,0,20,0,0,0,0,0,
Joints Strips,Eaves & Soffits,MATERIAL,Incomplete,143,Labour - Eaves & Soffits,0,6,0.6,6.6,ea,0,20,0,0,0,0,0,
Soft Sheet Nails 2kg,Eaves & Soffits,MATERIAL,Incomplete,143,Labour - Eaves & Soffits,0,29,2.9,31.9,ea,0,20,0,0,0,0,0,
42x19 Primed Pine,Eaves & Soffits,MATERIAL,Incomplete,143,Labour - Eaves & Soffits,0,5.3,0.53,5.83,Lm,0,20,0,0,0,0,0,
JH Hardieflex 2400x600x4.5,Eaves & Soffits,MATERIAL,Incomplete,143,Labour - Eaves & Soffits,0,6.25,0.625,6.875,Lm,0,20,0,0,0,0,0,
External Linings,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - External Linings,External Linings,MATERIAL,Incomplete,142,Labour - External Linings,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
External Linings,External Linings,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
Dampcourse 150mmx30m,External Linings,MATERIAL,Incomplete,218,External Linings,0,12,1.2,13.2,ea,0,20,0,0,0,0,0,
Paslode 50mm Gal Nails,External Linings,MATERIAL,Incomplete,218,External Linings,0,91,9.1,100.1,ea,0,20,0,0,0,0,0,
Colourbond Window Flashings,External Linings,MATERIAL,Incomplete,218,External Linings,0,7,0.7,7.7,Lm,0,20,0,0,0,0,0,
Ametalin Insulation Tape,External Linings,MATERIAL,Incomplete,218,External Linings,0,30,3,33,ea,0,20,0,0,0,0,0,
JH Joint Sealant 300ml,External Linings,MATERIAL,Incomplete,218,External Linings,0,24,2.4,26.4,ea,0,20,0,0,0,0,0,
JH Joint Sealant 600ml,External Linings,MATERIAL,Incomplete,218,External Linings,0,38,3.8,41.8,ea,0,20,0,0,0,0,0,
Bradford Enviroseal Wrap,External Linings,MATERIAL,Incomplete,218,External Linings,0,0,0,0,ea,0,20,0,0,0,0,0,
66x42 Primed Pine Window Arcs,External Linings,MATERIAL,Incomplete,218,External Linings,0,54,5.4,59.4,ea,0,20,0,0,0,0,0,
James Hardie Linea Cladding,External Linings,MATERIAL,Incomplete,218,External Linings,0,54.06,5.406,59.466,m2,0,20,0,0,0,0,0,
100mm Timber Screws 100pk,External Linings,MATERIAL,Incomplete,218,External Linings,0,40,4,44,ea,0,20,0,0,0,0,0,
Internal Carpentry,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,"Metal Ceiling Battens
"
LABOUR - Internal Carpentry,Internal Carpentry,MATERIAL,Incomplete,144,Labour - Internal Carpentry,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
CSD,Internal Carpentry,MATERIAL,Incomplete,220,Internal Carpentry,1,0,0,0,unit,0,20,0,0,0,0,0,
Lock-Up Hardware,Internal Carpentry,MATERIAL,Incomplete,220,Internal Carpentry,1,0,0,0,unit,0,20,0,0,0,0,0,
90x35 Pine 6m,Internal Carpentry,MATERIAL,Incomplete,220,Internal Carpentry,0,27,2.7,29.7,ea,0,20,0,0,0,0,0,
Consumables,Internal Carpentry,MATERIAL,Incomplete,220,Internal Carpentry,1,0,0,0,unit,0,20,0,0,0,0,0,
L Brackets,Internal Carpentry,MATERIAL,Incomplete,220,Internal Carpentry,1,0,0,0,unit,0,20,0,0,0,0,0,
Packing Strips x 10,Internal Carpentry,MATERIAL,Incomplete,220,Internal Carpentry,0,15,1.5,16.5,ea,0,20,0,0,0,0,0,
Hume Evolution CSD Push to Open,Internal Carpentry,MATERIAL,Incomplete,220,Internal Carpentry,1,0,0,0,unit,0,20,0,0,0,0,0,
Hume CSD Soft Close,Internal Carpentry,MATERIAL,Incomplete,220,Internal Carpentry,1,0,0,0,unit,0,20,0,0,0,0,0,
Metal Ceiling Batten,Internal Carpentry,MATERIAL,Incomplete,220,Internal Carpentry,0,0,0,0,unit,0,20,0,0,0,0,0,
Internal Linings,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Internal Linings,Internal Linings,MATERIAL,Incomplete,145,Labour - Internal Linings,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Fix Out,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Fix Out,Fix Out,MATERIAL,Incomplete,146,Labour - Fix Out,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
110 x 18mm 5.4m White Pine FJ Primed,Fix Out,MATERIAL,Incomplete,222,Fix Out,0,33.64,3.364,37.004,Ea,0,20,0,0,0,0,0,
110 Single Rebate Jamb White Pine,Fix Out,MATERIAL,Incomplete,222,Fix Out,0,54.55,5.455,60.005,Ea,0,20,0,0,0,0,0,
820 Internal Flush Door,Fix Out,MATERIAL,Incomplete,222,Fix Out,0,42.73,4.273,47.003,Ea,0,20,0,0,0,0,0,
Architraves,Fix Out,MATERIAL,Incomplete,222,Fix Out,0,23.5,2.35,25.85,unit,0,20,0,0,0,0,0,"66 x 18 Architraves
"
Skirting,Fix Out,MATERIAL,Incomplete,222,Fix Out,0,4,0.4,4.4,unit,0,20,0,0,0,0,0,"90 x 18 Pine Skirting
"
31 x 11 Pine Loose Stop,Fix Out,MATERIAL,Incomplete,222,Fix Out,0,10,1,11,unit,0,20,0,0,0,0,0,
Hume Smart Robe,Fix Out,ALLOWANCE,Incomplete,222,Fix Out,0,400,40,440,unit,0,20,0,0,0,0,0,
Robe Joinery,Fix Out,MATERIAL,Incomplete,222,Fix Out,0,0,0,0,unit,0,20,0,0,0,0,0,
100mm Hirline Hinges x 2,Fix Out,MATERIAL,Incomplete,222,Fix Out,0,10,1,11,unit,0,20,0,0,0,0,0,
100mm Butt Hinges x 2,Fix Out,MATERIAL,Incomplete,222,Fix Out,0,10,1,11,unit,0,20,0,0,0,0,0,
Paslode 50mm Gal Brads,Fix Out,MATERIAL,Incomplete,222,Fix Out,0,55,5.5,60.5,unit,0,20,0,0,0,0,0,
Titebond Glue,Fix Out,MATERIAL,Incomplete,222,Fix Out,0,27,2.7,29.7,unit,0,20,0,0,0,0,0,
Sandpaper,Fix Out,MATERIAL,Incomplete,222,Fix Out,0,1,0.1,1.1,unit,0,20,0,0,0,0,0,
Hume Evolution CSD 820,Fix Out,MATERIAL,Incomplete,222,Fix Out,0,200,20,220,unit,0,20,0,0,0,0,0,
Internal Feature Work,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Internal Feature Work,Internal Feature Work,MATERIAL,Incomplete,FLRT,Flat rate,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Carpentry Fit Off,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,"Bathroom furniture
Install door furniture
Door stops
Install external door seals and weather strips
"
LABOUR - Carpentry Fit Off,Carpentry Fit Off,MATERIAL,Incomplete,147,Labour - Carpentry Fit Off,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Consumables,Carpentry Fit Off,MATERIAL,Incomplete,223,Carpentry Fit Off,0,20,2,22,ea,0,20,0,0,0,0,0,
Raven Door Bottom Seal,Carpentry Fit Off,MATERIAL,Incomplete,223,Carpentry Fit Off,0,25,2.5,27.5,unit,0,20,0,0,0,0,0,"Raven RP3 door bottom seal
"
Door Weather Seal,Carpentry Fit Off,MATERIAL,Incomplete,223,Carpentry Fit Off,0,10,1,11,unit,0,20,0,0,0,0,0,"Raven RP59 door weather strip
"
Tile Drill Bits,Carpentry Fit Off,MATERIAL,Incomplete,223,Carpentry Fit Off,0,100,10,110,unit,0,20,0,0,0,0,0,
Door Stops,Carpentry Fit Off,ALLOWANCE,Incomplete,223,Carpentry Fit Off,0,0,0,0,unit,0,20,0,0,0,0,0,
Decking,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Decking,Decking,MATERIAL,Incomplete,149,Labour - Decking,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Stainless Steel Post Stirrup,Decking,MATERIAL,Incomplete,225,Decking,0,50,5,55,ea,0,20,0,0,0,0,0,
Rapid Set Concrete Bag,Decking,MATERIAL,Incomplete,225,Decking,0,9,0.9,9.9,ea,0,20,0,0,0,0,0,
Gal Post Stirrup,Decking,MATERIAL,Incomplete,225,Decking,0,11,1.1,12.1,ea,0,20,0,0,0,0,0,
100mm Bugles,Decking,MATERIAL,Incomplete,FLRT,Flat rate,1,0,0,0,unit,0,20,0,0,0,0,0,
Posts,Decking,MATERIAL,Incomplete,FLRT,Flat rate,1,0,0,0,unit,0,20,0,0,0,0,0,
Bearers,Decking,MATERIAL,Incomplete,FLRT,Flat rate,1,0,0,0,unit,0,20,0,0,0,0,0,
Joists,Decking,MATERIAL,Incomplete,FLRT,Flat rate,1,0,0,0,unit,0,20,0,0,0,0,0,
Triple Grips,Decking,MATERIAL,Incomplete,FLRT,Flat rate,1,0,0,0,unit,0,20,0,0,0,0,0,
Joist Hangers,Decking,MATERIAL,Incomplete,225,Decking,0,3,0.3,3.3,ea,0,20,0,0,0,0,0,
G-Taps 50mmx20m,Decking,MATERIAL,Incomplete,225,Decking,0,32,3.2,35.2,ea,0,20,0,0,0,0,0,
Decking Boards,Decking,MATERIAL,Incomplete,225,Decking,0,0,0,0,unit,0,20,0,0,0,0,0,
Screws,Decking,MATERIAL,Incomplete,225,Decking,0,0,0,0,ea,0,20,0,0,0,0,0,
Spacers,Decking,MATERIAL,Incomplete,FLRT,Flat rate,1,0,0,0,unit,0,20,0,0,0,0,0,
Cutek CD50 10L,Decking,MATERIAL,Incomplete,225,Decking,0,300,30,330,ea,0,20,0,0,0,0,0,
Staining Materials,Decking,MATERIAL,Incomplete,225,Decking,0,30,3,33,ea,0,20,0,0,0,0,0,
Fixing Hardware,Decking,MATERIAL,Incomplete,FLRT,Flat rate,1,0,0,0,unit,0,20,0,0,0,0,0,
Exterior Work,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Exterior Work,Exterior Work,MATERIAL,Incomplete,154,Labour - Exterior Work,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Pool,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Pool,Pool,MATERIAL,Incomplete,150,Labour - Pool,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Swimming Pool,Pool,MATERIAL,Incomplete,226,Pool,1,0,0,0,unit,0,20,0,0,0,0,0,
Driveways & Footpaths,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Driveways & Footpaths,Driveways & Footpaths,MATERIAL,Incomplete,152,Labour - Driveways & Footpaths,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Fencing,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Fencing,Fencing,MATERIAL,Incomplete,153,Labour - Fencing,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Landscaping,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
LABOUR - Landscaping,Landscaping,MATERIAL,Incomplete,151,Labour - Landscaping,0,75,7.5,82.5,unit,0,20,0,0,0,0,0,
Turf Mix Supply,Landscaping,MATERIAL,Incomplete,227,Landscaping,0,0,0,0,unit,0,20,0,0,0,0,0,
Turf Mix Install,Landscaping,LABOUR,Incomplete,227,Landscaping,0,0,0,0,unit,0,20,0,0,0,0,0,"Spread &amp; screed
"
Turf,Landscaping,MATERIAL,Incomplete,227,Landscaping,0,15,1.5,16.5,m2,0,20,0,0,0,0,0,"Buffalo turf
"
Turf Install,Landscaping,LABOUR,Incomplete,227,Landscaping,0,0,0,0,unit,0,20,0,0,0,0,0,"Buffalo turf will then be installed on top
Turf will be thoroughly watered and rolled
"
Asbestos Removal,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
Termite Protection,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
Termite Protection,Termite Protection,MATERIAL,Incomplete,307,Termite Protection,1,0,0,0,unit,0,20,0,0,0,0,0,
Brickwork,,GROUP,Incomplete,,,,,,,,0,0,0,,,,0,
Brickwork Supply & Install,Brickwork,SUBCONTRACTOR,Incomplete,309,Brickwork,0,0,0,0,ea,0,20,0,0,0,0,0,
Brickwork Install,Brickwork,SUBCONTRACTOR,Incomplete,309,Brickwork,0,0,0,0,ea,0,20,0,0,0,0,0,
Face Bricks,Brickwork,MATERIAL,Incomplete,309,Brickwork,1,0,0,0,unit,0,20,0,0,0,0,0,
Common Bricks,Brickwork,MATERIAL,Incomplete,309,Brickwork,1,0,0,0,unit,0,20,0,0,0,0,0,
Cement Bag,Brickwork,MATERIAL,Incomplete,309,Brickwork,0,9,0.9,9.9,ea,0,20,0,0,0,0,0,
Lime Bag,Brickwork,MATERIAL,Incomplete,309,Brickwork,0,0,0,0,ea,0,20,0,0,0,0,0,
Brick Ties 150pk,Brickwork,MATERIAL,Incomplete,309,Brickwork,0,0,0,0,ea,0,20,0,0,0,0,0,
Flat Gal Lintel,Brickwork,MATERIAL,Incomplete,309,Brickwork,1,0,0,0,unit,0,20,0,0,0,0,0,
L Gal Lintel,Brickwork,MATERIAL,Incomplete,309,Brickwork,1,0,0,0,unit,0,20,0,0,0,0,0,
